record_id,city,transit_node_id,node_type,node_latitude,node_longitude,trip_date,time_of_day,day_type,weather_condition,distance_to_final_destination_km,avg_wait_time_min,transit_headway_min,crowding_index,congestion_index_node,last_mile_fare_inr,walk_time_min,alt_mode_availability_score,app_cab_wait_time_min,safety_perception_score,last_mile_infra_score,previous_negative_experience,commuter_age_group,commuter_gender,commuter_income_bracket,trip_purpose,trip_satisfaction_score,mode_chosen_last_mile,switched_to_private_vehicle
TRIP_000095,Bengaluru,NODE_0066,Bus Terminal,12.95884,77.68044,2025-12-02,Midday (10-16),Weekend,Cloudy,1.14,1.44,4.68,0.277,0.077,27.8,12.3,7.36,7.04,5.76,0.327,0,45-54,Female,Middle,Work Commute,8.08,Feeder Bus,0
TRIP_000096,Bengaluru,NODE_0035,Metro Station,13.02421,77.44369,2025-12-23,Midday (10-16),Weekend,Clear,1.82,2.53,9.96,0.432,0.095,39.2,15.7,7.81,2.0,7.4,0.838,0,35-44,Male,Middle,Work Commute,5.76,App-based Cab/Bike,0
TRIP_000097,Mumbai,NODE_0055,Metro Station,19.17307,72.7287,2025-08-04,Morning Peak (7-10),Weekday,Cloudy,1.21,13.81,8.9,0.438,0.388,39.5,13.5,2.29,7.97,9.55,0.725,0,45-54,Female,Lower-Middle,Leisure,3.61,Walk,0
TRIP_000098,Bengaluru,NODE_0017,BRT Stop,13.06497,77.72084,2025-01-03,Evening Peak (17-20),Weekday,Clear,0.44,8.67,10.27,0.584,0.413,34.2,5.4,3.69,6.28,7.63,0.682,0,45-54,Male,Low,Work Commute,6.39,App-based Cab/Bike,0
TRIP_000099,Delhi,NODE_0026,Metro Station,28.49966,77.34599,2025-05-25,Evening Peak (17-20),Weekday,Light Rain,3.29,18.4,8.11,0.757,0.693,51.6,43.9,6.28,2.0,5.49,0.236,0,25-34,Male,Lower-Middle,Shopping/Errand,5.44,Private Vehicle (Own),1
TRIP_000100,Pune,NODE_0053,Metro Station,18.64745,73.72713,2025-09-20,Evening Peak (17-20),Weekday,Clear,6.32,18.13,8.9,0.736,0.844,104.5,68.8,8.87,3.78,5.58,0.371,0,35-44,Male,Lower-Middle,Education,7.13,Private Vehicle (Own),1
TRIP_000101,Pune,NODE_0083,Bus Terminal,18.46851,73.92039,2025-10-01,Morning Peak (7-10),Weekend,Cloudy,3.52,11.43,8.16,0.66,0.28,78.5,38.6,8.44,7.47,5.06,0.464,0,55+,Male,Middle,Work Commute,7.04,Private Vehicle (Own),1
TRIP_000102,Delhi,NODE_0050,BRT Stop,28.4805,77.34973,2025-03-30,Midday (10-16),Weekday,Clear,0.99,5.47,15.15,0.374,0.338,28.3,10.6,7.59,7.17,5.7,0.43,0,25-34,Female,High,Leisure,8.63,Walk,0
TRIP_000103,Bengaluru,NODE_0066,Bus Terminal,12.95884,77.68044,2025-10-28,Morning Peak (7-10),Weekend,Heavy Rain,1.0,14.23,11.27,0.462,0.192,36.5,14.7,8.1,6.05,3.37,0.327,1,25-34,Male,Middle,Leisure,8.38,Auto-Rickshaw,0
TRIP_000104,Bengaluru,NODE_0063,Bus Terminal,12.98082,77.44163,2025-12-20,Late Night (23-5),Weekend,Cloudy,1.78,11.96,15.74,0.57,0.483,37.0,16.8,7.77,4.0,8.57,0.622,1,18-24,Female,Middle,Work Commute,7.67,App-based Cab/Bike,0
TRIP_000105,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-07-05,Morning Peak (7-10),Weekday,Clear,1.3,15.29,4.35,0.88,0.781,43.5,17.3,8.71,6.49,4.85,0.483,1,55+,Female,Low,Work Commute,5.25,Private Vehicle (Own),1
TRIP_000106,Gurugram,NODE_0034,Bus Terminal,28.47734,77.08583,2025-05-20,Evening Peak (17-20),Weekday,Cloudy,1.09,5.82,9.64,0.68,0.252,37.5,14.6,6.37,4.88,5.16,0.371,0,25-34,Female,Lower-Middle,Education,5.35,Walk,0
TRIP_000107,Delhi,NODE_0052,Bus Terminal,28.46559,77.24504,2025-07-12,Evening Peak (17-20),Weekday,Clear,4.09,22.21,9.76,0.86,0.958,74.2,37.0,4.59,5.58,7.46,0.758,0,55+,Female,Upper-Middle,Work Commute,6.09,App-based Cab/Bike,0
TRIP_000108,Mumbai,NODE_0004,Metro Station,19.07923,72.74631,2025-01-10,Morning Peak (7-10),Weekday,Heavy Rain,4.25,12.85,5.18,0.557,0.593,75.8,46.9,2.54,2.36,5.29,0.434,1,35-44,Female,Middle,Work Commute,5.42,Feeder Bus,0
TRIP_000109,Pune,NODE_0083,Bus Terminal,18.46851,73.92039,2025-07-11,Midday (10-16),Weekday,Fog,1.61,3.91,14.65,0.268,0.127,37.4,16.7,8.02,3.33,5.45,0.464,0,35-44,Female,Upper-Middle,Medical,7.47,E-Rickshaw,0
TRIP_000110,Gurugram,NODE_0074,Railway Station,28.41025,77.13139,2025-01-10,Early Morning (5-7),Weekend,Clear,4.21,14.94,8.52,0.652,0.814,67.7,49.9,5.17,8.39,7.29,0.525,0,25-34,Female,Low,Work Commute,6.23,Walk,0
TRIP_000111,Delhi,NODE_0037,Metro Station,28.5454,77.29762,2025-01-13,Evening Peak (17-20),Weekend,Cloudy,4.17,14.03,10.45,0.885,0.502,64.2,36.5,8.44,7.75,7.2,0.726,0,25-34,Female,High,Work Commute,4.73,Auto-Rickshaw,0
TRIP_000112,Pune,NODE_0045,Bus Terminal,18.54137,73.99911,2025-07-21,Late Night (23-5),Weekday,Clear,0.93,6.84,14.04,0.423,0.292,24.9,9.8,4.57,4.96,8.88,0.533,0,25-34,Male,Lower-Middle,Work Commute,7.89,Feeder Bus,0
TRIP_000113,Mumbai,NODE_0040,Railway Station,19.17534,72.85269,2025-07-06,Midday (10-16),Weekend,Light Rain,2.05,9.7,7.55,0.558,0.57,40.3,26.9,7.9,2.48,,0.415,0,35-44,Male,Lower-Middle,Work Commute,7.1,Auto-Rickshaw,0
TRIP_000114,Bengaluru,NODE_0079,Metro Station,12.90906,77.66356,2025-12-27,Late Night (23-5),Weekday,Clear,0.55,11.68,7.44,0.652,0.625,22.4,6.9,6.87,8.34,4.81,0.508,0,35-44,Male,Middle,Work Commute,6.08,Walk,0
TRIP_000115,Mumbai,NODE_0092,Bus Terminal,18.98072,72.98524,2025-07-05,Morning Peak (7-10),Weekend,Cloudy,1.16,14.8,9.53,0.611,0.417,29.6,10.8,4.19,5.11,5.35,0.678,1,25-34,Male,High,Work Commute,8.62,Private Vehicle (Own),1
TRIP_000116,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-12-24,Midday (10-16),Weekend,Extreme Heat,5.05,16.83,9.45,0.379,0.307,58.3,52.4,5.76,,6.45,0.797,0,25-34,Male,Lower-Middle,Shopping/Errand,7.65,E-Rickshaw,0
TRIP_000117,Delhi,NODE_0050,BRT Stop,28.4805,77.34973,2025-10-22,Night (20-23),Weekend,Clear,6.14,9.42,6.61,0.454,0.322,78.1,62.0,6.87,5.78,6.04,0.43,0,35-44,Male,Upper-Middle,Leisure,5.06,Auto-Rickshaw,0
TRIP_000118,Bengaluru,NODE_0002,Bus Terminal,13.05905,77.47592,2025-05-04,Night (20-23),Weekday,Heavy Rain,2.88,8.24,12.47,0.441,0.109,49.7,33.8,0.86,4.25,4.71,0.336,0,25-34,Female,Middle,Education,7.72,App-based Cab/Bike,0
TRIP_000119,Mumbai,NODE_0055,Metro Station,19.17307,72.7287,2025-12-05,Morning Peak (7-10),Weekend,Clear,4.22,10.2,9.22,0.698,0.345,73.7,40.1,1.21,8.14,8.64,0.725,0,45-54,Female,Middle,Leisure,6.06,Feeder Bus,0
TRIP_000120,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-06-26,Evening Peak (17-20),Weekday,Extreme Heat,1.39,15.79,8.73,0.576,0.719,34.6,16.1,8.98,,,0.683,0,18-24,Male,Middle,Work Commute,4.79,Private Vehicle (Own),1
TRIP_000121,Bengaluru,NODE_0041,Metro Station,12.83304,77.53058,2025-08-06,Night (20-23),Weekday,Heavy Rain,1.35,10.65,9.77,0.378,0.313,29.0,13.0,7.17,4.15,6.91,0.829,0,45-54,Female,Middle,Education,6.36,Feeder Bus,0
TRIP_000122,Mumbai,NODE_0055,Metro Station,19.17307,72.7287,2025-02-06,Evening Peak (17-20),Weekday,Clear,3.2,15.48,12.7,0.501,0.427,56.6,28.0,3.34,6.46,5.75,0.725,1,25-34,Female,Low,Leisure,6.9,App-based Cab/Bike,0
TRIP_000123,Gurugram,NODE_0039,Bus Terminal,28.5625,77.01756,2025-03-19,Evening Peak (17-20),Weekday,Clear,1.82,4.0,12.24,0.557,0.177,48.7,17.6,5.98,2.65,7.18,0.823,1,25-34,Female,Lower-Middle,Education,7.13,Walk,0
TRIP_000124,Gurugram,NODE_0048,Railway Station,28.41208,77.13107,2025-07-10,Morning Peak (7-10),Weekday,Cloudy,0.3,13.01,10.71,0.741,0.521,31.7,2.9,5.25,7.06,6.43,0.515,0,25-34,Female,Middle,Other,5.06,Walk,0
TRIP_000125,Mumbai,NODE_0092,Bus Terminal,18.98072,72.98524,2025-04-10,Early Morning (5-7),Weekday,Light Rain,1.75,5.22,10.26,0.32,0.275,30.2,19.6,4.93,4.83,7.09,0.678,1,25-34,Female,Low,Education,6.93,Auto-Rickshaw,0
TRIP_000126,Delhi,NODE_0098,Metro Station,28.66771,77.18757,2025-08-07,Evening Peak (17-20),Weekend,Clear,4.72,7.3,12.38,0.366,0.255,96.8,47.1,8.03,2.0,5.46,0.589,0,25-34,Male,Middle,Other,7.14,Walk,0
TRIP_000127,Pune,NODE_0001,Bus Terminal,18.61883,73.97937,2025-01-30,Midday (10-16),Weekday,Extreme Heat,2.04,13.31,14.85,0.504,0.641,38.6,22.4,5.46,3.26,6.83,0.848,1,25-34,Male,Lower-Middle,Work Commute,6.51,Auto-Rickshaw,0
TRIP_000128,Pune,NODE_0046,Metro Station,18.49488,73.96376,2025-04-02,Morning Peak (7-10),Weekend,Light Rain,4.32,11.09,13.35,0.52,0.541,58.8,56.7,0.81,16.08,6.18,0.444,1,25-34,Male,Lower-Middle,Work Commute,7.14,E-Rickshaw,0
TRIP_000129,Mumbai,NODE_0102,Bus Terminal,19.20766,72.76354,2025-08-31,Morning Peak (7-10),Weekend,Fog,0.42,15.38,7.96,0.477,0.364,25.8,4.3,5.72,5.25,6.2,0.875,0,25-34,Male,Lower-Middle,Work Commute,4.64,Auto-Rickshaw,0
TRIP_000130,Pune,NODE_0064,Metro Station,18.52427,73.7155,2025-08-12,Midday (10-16),Weekday,Clear,2.18,17.63,12.3,0.55,0.676,33.2,25.9,6.22,,7.42,0.696,0,25-34,Female,Middle,Leisure,5.29,Private Vehicle (Own),1
TRIP_000131,Pune,NODE_0025,Bus Terminal,18.64629,73.81291,2025-12-26,Midday (10-16),Weekend,Clear,1.6,9.82,11.83,0.304,0.316,29.7,15.0,6.43,2.0,7.81,0.849,0,45-54,Male,Upper-Middle,Work Commute,6.06,Feeder Bus,0
TRIP_000132,Gurugram,NODE_0072,Metro Station,28.42507,77.11163,2025-11-25,Midday (10-16),Weekday,Clear,0.68,15.26,8.51,0.584,0.733,23.0,8.2,7.54,5.2,8.62,0.702,0,45-54,Male,Upper-Middle,Work Commute,5.45,Auto-Rickshaw,0
TRIP_000133,Delhi,NODE_0018,Bus Terminal,28.48158,77.18137,2025-10-23,Midday (10-16),Weekday,Clear,2.08,16.36,10.61,0.684,0.788,35.7,22.8,4.56,2.36,7.28,0.542,0,25-34,Female,Lower-Middle,Other,4.71,Auto-Rickshaw,0
TRIP_000134,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-01-01,Morning Peak (7-10),Weekend,Clear,1.72,11.67,12.72,0.495,0.309,51.5,21.7,4.79,3.09,1.0,0.045,0,25-34,Female,Middle,Shopping/Errand,6.39,Private Vehicle (Own),1
TRIP_000135,Gurugram,NODE_0076,Metro Station,28.39825,76.94053,2025-08-08,Night (20-23),Weekend,Clear,5.6,6.3,10.3,0.438,0.46,89.7,66.3,1.96,5.42,8.43,0.757,0,25-34,Male,Upper-Middle,Work Commute,7.43,E-Rickshaw,0
TRIP_000136,Bengaluru,NODE_0062,Railway Station,12.86037,77.45085,2025-03-25,Evening Peak (17-20),Weekday,Light Rain,4.82,10.09,9.71,0.394,0.378,74.5,51.6,4.17,10.5,5.39,0.455,0,55+,Female,Lower-Middle,Work Commute,6.68,App-based Cab/Bike,0
TRIP_000137,Delhi,NODE_0091,Bus Terminal,28.67047,77.06271,2025-04-08,Morning Peak (7-10),Weekend,Clear,1.83,14.45,7.4,0.665,0.53,46.3,16.7,3.79,9.07,6.02,0.633,0,35-44,Male,Middle,Shopping/Errand,5.47,App-based Cab/Bike,0
TRIP_000138,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-03-18,Midday (10-16),Weekday,Clear,1.94,14.82,9.89,0.712,0.886,31.1,20.4,7.31,3.76,8.19,0.922,0,45-54,Male,Middle,Medical,6.88,E-Rickshaw,0
TRIP_000139,Gurugram,NODE_0103,Bus Terminal,28.54027,77.16381,2025-06-16,Midday (10-16),Weekend,Cloudy,1.25,11.46,8.95,0.832,0.82,28.1,12.9,5.6,6.95,5.86,0.47,0,35-44,Female,Middle,Shopping/Errand,6.62,Walk,0
TRIP_000140,Delhi,NODE_0051,Metro Station,28.70004,77.24971,2025-02-15,Evening Peak (17-20),Weekday,Light Rain,0.81,13.06,8.06,0.903,0.663,37.5,9.3,4.04,6.13,7.79,0.764,1,35-44,Female,Upper-Middle,Work Commute,6.2,Private Vehicle (Own),1
TRIP_000141,Delhi,NODE_0089,Metro Station,28.63988,77.06635,2025-07-14,Evening Peak (17-20),Weekday,Light Rain,2.45,9.56,10.33,0.364,0.365,44.3,21.9,1.86,4.58,8.56,0.938,0,18-24,Female,Upper-Middle,Education,8.94,Private Vehicle (Own),1
TRIP_000142,Mumbai,NODE_0013,Bus Terminal,19.05617,72.82926,2025-03-02,Evening Peak (17-20),Weekend,Cloudy,0.36,11.79,8.32,0.575,0.557,35.5,4.1,6.82,2.0,6.44,0.723,0,25-34,Male,Middle,Work Commute,7.11,Feeder Bus,0
TRIP_000143,Hyderabad,NODE_0012,BRT Stop,17.49025,78.41116,2025-07-02,Evening Peak (17-20),Weekday,Clear,1.51,9.48,7.77,0.607,0.302,40.0,13.4,3.16,9.56,8.19,0.856,0,45-54,Male,High,Medical,4.04,Private Vehicle (Own),1
TRIP_000144,Gurugram,NODE_0094,Railway Station,28.55822,76.93194,2025-08-17,Morning Peak (7-10),Weekday,Cloudy,0.78,9.58,14.27,0.52,0.423,33.0,10.9,8.32,8.02,5.01,0.264,0,18-24,Female,Lower-Middle,Shopping/Errand,6.57,Auto-Rickshaw,0
TRIP_000145,Hyderabad,NODE_0101,Metro Station,17.27122,78.50172,2025-03-07,Morning Peak (7-10),Weekend,Cloudy,2.98,17.83,10.04,0.532,0.542,63.8,30.8,4.42,6.29,7.87,0.751,1,18-24,Male,Upper-Middle,Leisure,7.02,Private Vehicle (Own),1
TRIP_000146,Bengaluru,NODE_0114,Bus Terminal,12.99173,77.48023,2025-02-07,Early Morning (5-7),Weekend,Clear,3.83,13.58,3.07,0.595,0.706,64.0,31.6,6.69,4.25,8.83,0.812,0,45-54,Female,Lower-Middle,Work Commute,6.66,Walk,0
TRIP_000147,Gurugram,NODE_0039,Bus Terminal,28.5625,77.01756,2025-10-22,Midday (10-16),Weekday,Clear,1.99,6.03,13.58,0.263,0.215,36.5,22.3,5.28,5.23,9.05,0.823,0,45-54,Male,Middle,Work Commute,6.51,Feeder Bus,0
TRIP_000148,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-09-27,Midday (10-16),Weekend,Extreme Heat,1.7,10.97,11.64,0.437,0.248,30.2,24.7,5.7,6.14,4.92,0.045,0,18-24,Female,Middle,Shopping/Errand,7.67,E-Rickshaw,0
TRIP_000149,Mumbai,NODE_0118,Railway Station,19.15977,72.9033,2025-04-06,Evening Peak (17-20),Weekday,Clear,4.09,16.91,10.49,0.641,0.773,78.6,51.2,5.78,8.44,5.08,0.389,1,25-34,Male,Middle,Education,4.31,App-based Cab/Bike,0
TRIP_000150,Pune,NODE_0073,Metro Station,18.43977,73.90944,2025-11-20,Morning Peak (7-10),Weekday,Clear,1.27,11.62,12.43,0.621,0.685,34.0,10.4,5.2,5.54,10.0,0.8,0,18-24,Other,Middle,Work Commute,5.29,Auto-Rickshaw,0
TRIP_000151,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-03-22,Evening Peak (17-20),Weekday,Clear,3.97,14.19,8.86,0.757,0.582,62.3,39.6,6.55,,8.76,0.683,0,18-24,Female,Middle,Shopping/Errand,4.97,Auto-Rickshaw,0
TRIP_000152,Mumbai,NODE_0092,Bus Terminal,18.98072,72.98524,2025-12-05,Morning Peak (7-10),Weekday,Extreme Heat,2.75,12.83,11.21,0.577,0.277,49.0,27.3,5.59,7.03,5.06,0.678,1,25-34,Female,High,Work Commute,4.98,App-based Cab/Bike,0
TRIP_000153,Delhi,NODE_0109,Bus Terminal,28.62702,77.09453,2025-02-11,Midday (10-16),Weekday,Cloudy,2.08,12.46,5.98,0.449,0.476,39.6,18.0,1.82,7.16,7.02,0.747,0,35-44,Female,Middle,Shopping/Errand,7.26,E-Rickshaw,0
TRIP_000154,Bengaluru,NODE_0035,Metro Station,13.02421,77.44369,2025-08-29,Evening Peak (17-20),Weekend,Fog,5.43,10.69,9.8,0.365,0.215,83.7,57.8,8.01,7.12,5.75,0.838,0,25-34,Male,Upper-Middle,Shopping/Errand,8.29,App-based Cab/Bike,0
TRIP_000155,Bengaluru,NODE_0093,Metro Station,13.02844,77.65287,2025-01-07,Early Morning (5-7),Weekend,Heavy Rain,4.02,15.09,11.59,0.58,0.686,54.1,38.4,5.34,2.0,5.23,0.744,0,45-54,Male,Middle,Work Commute,5.6,Feeder Bus,0
TRIP_000156,Gurugram,NODE_0095,Bus Terminal,28.33963,76.90752,2025-03-14,Morning Peak (7-10),Weekday,Light Rain,0.65,12.45,9.75,0.48,0.583,44.8,7.5,10.0,3.35,4.38,0.255,1,18-24,Female,Upper-Middle,Shopping/Errand,6.06,Auto-Rickshaw,0
TRIP_000157,Mumbai,NODE_0061,Railway Station,19.1537,72.91688,2025-05-28,Midday (10-16),Weekday,Clear,1.55,1.0,10.27,0.236,0.111,30.3,17.6,2.7,6.15,6.3,0.838,0,18-24,Male,Middle,Work Commute,5.98,Auto-Rickshaw,0
TRIP_000158,Gurugram,NODE_0076,Metro Station,28.39825,76.94053,2025-02-01,Evening Peak (17-20),Weekend,Clear,0.85,12.01,10.5,0.604,0.543,32.2,9.5,0.36,3.13,5.46,0.757,0,25-34,Male,Lower-Middle,Education,5.09,Auto-Rickshaw,0
TRIP_000159,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-06-16,Morning Peak (7-10),Weekend,Heavy Rain,1.75,19.17,5.7,0.654,0.722,40.7,21.6,7.75,6.12,5.01,0.483,0,35-44,Male,Lower-Middle,Other,5.83,Private Vehicle (Own),1
TRIP_000160,Delhi,NODE_0112,Metro Station,28.50139,77.19225,2025-03-26,Late Night (23-5),Weekday,Fog,4.51,9.13,9.38,0.411,0.207,73.4,46.6,1.42,3.54,5.65,0.761,1,55+,Male,Upper-Middle,Medical,,Walk,0
TRIP_000161,Mumbai,NODE_0118,Railway Station,19.15977,72.9033,2025-02-06,Late Night (23-5),Weekday,Extreme Heat,3.6,14.62,11.19,0.613,0.703,63.5,46.3,7.37,4.27,5.71,0.389,0,25-34,Female,Middle,Work Commute,7.53,E-Rickshaw,0
TRIP_000162,Mumbai,NODE_0118,Railway Station,19.15977,72.9033,2025-12-18,Evening Peak (17-20),Weekday,Fog,0.7,22.62,3.69,0.932,0.742,31.9,9.9,8.19,4.37,3.01,0.389,0,35-44,Female,Lower-Middle,Shopping/Errand,4.46,Auto-Rickshaw,0
TRIP_000163,Delhi,NODE_0089,Metro Station,28.63988,77.06635,2025-12-25,Morning Peak (7-10),Weekday,Cloudy,1.32,11.78,8.85,0.736,0.359,46.2,13.3,1.4,11.45,8.44,0.938,0,18-24,Female,Middle,Education,5.87,E-Rickshaw,0
TRIP_000164,Hyderabad,NODE_0006,Bus Terminal,17.49032,78.45558,2025-12-18,Evening Peak (17-20),Weekday,Cloudy,1.61,17.22,9.65,0.591,0.617,45.9,17.0,4.44,5.12,3.9,0.428,1,18-24,Female,Middle,Leisure,5.58,Private Vehicle (Own),1
TRIP_000165,Gurugram,NODE_0044,Metro Station,28.37482,76.91318,2025-02-26,Morning Peak (7-10),Weekday,Cloudy,2.71,10.85,10.6,0.784,0.612,56.5,28.2,6.43,7.27,7.15,0.605,0,18-24,Female,Lower-Middle,Work Commute,4.67,Private Vehicle (Own),1
TRIP_000166,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-05-20,Night (20-23),Weekend,Cloudy,2.94,9.92,7.51,0.472,0.401,47.3,27.7,8.56,2.0,5.72,0.685,0,18-24,Male,Low,Work Commute,6.54,Private Vehicle (Own),1
TRIP_000167,Pune,NODE_0116,Railway Station,18.52679,73.79141,2025-04-30,Midday (10-16),Weekend,Clear,0.38,8.2,11.56,0.532,0.473,19.9,3.9,1.12,10.35,8.69,0.847,0,45-54,Female,Upper-Middle,Work Commute,7.0,Auto-Rickshaw,0
TRIP_000168,Bengaluru,NODE_0066,Bus Terminal,12.95884,77.68044,2025-04-29,Morning Peak (7-10),Weekday,Clear,4.71,6.9,11.75,0.502,0.132,57.3,62.1,7.86,3.73,4.4,0.327,0,35-44,Male,Middle,Medical,5.91,Walk,0
TRIP_000169,Mumbai,NODE_0065,Railway Station,19.17727,72.90178,2025-06-02,Morning Peak (7-10),Weekday,Clear,1.68,11.93,14.08,0.521,0.385,35.4,18.2,6.54,4.01,8.82,0.694,0,45-54,Male,Low,Medical,5.98,Feeder Bus,0
TRIP_000170,Delhi,NODE_0018,Bus Terminal,28.48158,77.18137,2025-07-06,Evening Peak (17-20),Weekday,Clear,4.26,18.16,10.12,0.77,0.865,61.2,46.4,3.56,5.03,6.79,0.542,1,45-54,Male,Low,Work Commute,7.13,Private Vehicle (Own),1
TRIP_000171,Mumbai,NODE_0096,Bus Terminal,19.10431,72.77506,2025-06-27,Night (20-23),Weekday,Clear,0.67,12.48,8.09,0.61,0.71,23.3,9.3,7.84,3.2,6.81,0.384,0,35-44,Male,Middle,Education,5.45,Feeder Bus,0
TRIP_000172,Bengaluru,NODE_0041,Metro Station,12.83304,77.53058,2025-04-17,Midday (10-16),Weekday,Light Rain,0.5,6.3,13.58,0.426,0.445,21.0,5.5,6.42,2.94,6.89,0.829,1,25-34,Female,Upper-Middle,Work Commute,6.3,Walk,0
TRIP_000173,Hyderabad,NODE_0012,BRT Stop,17.49025,78.41116,2025-12-24,Midday (10-16),Weekend,Cloudy,2.84,6.73,10.95,0.412,0.257,46.0,22.5,4.17,8.98,9.06,0.856,0,18-24,Female,Lower-Middle,Work Commute,6.16,Auto-Rickshaw,0
TRIP_000174,Bengaluru,NODE_0119,Metro Station,12.96765,77.63039,2025-12-24,Evening Peak (17-20),Weekday,Cloudy,1.44,18.5,10.69,0.799,0.578,49.4,13.6,3.41,5.8,5.82,0.588,1,18-24,Female,Upper-Middle,Work Commute,5.77,Auto-Rickshaw,0
TRIP_000175,Hyderabad,NODE_0023,BRT Stop,17.3231,78.56409,2025-05-01,Night (20-23),Weekend,Light Rain,1.8,9.18,8.21,0.368,0.382,33.4,19.5,4.85,4.08,6.5,0.405,0,18-24,Female,High,Leisure,7.18,Auto-Rickshaw,0
TRIP_000176,Bengaluru,NODE_0002,Bus Terminal,13.05905,77.47592,2025-03-22,Evening Peak (17-20),Weekday,Clear,1.72,9.64,8.54,0.361,0.173,40.8,19.0,2.93,10.92,7.1,0.336,0,18-24,Male,Low,Work Commute,5.98,Feeder Bus,0
TRIP_000177,Bengaluru,NODE_0010,Bus Terminal,12.94776,77.70951,2025-07-14,Midday (10-16),Weekday,Clear,2.67,13.99,4.55,0.531,0.67,50.6,25.1,4.63,3.22,8.3,0.857,1,18-24,Male,Lower-Middle,Education,6.23,App-based Cab/Bike,0
TRIP_000178,Mumbai,NODE_0055,Metro Station,19.17307,72.7287,2025-05-15,Evening Peak (17-20),Weekend,Cloudy,2.52,7.08,8.64,0.595,0.492,57.0,30.5,1.83,7.04,7.61,0.725,0,35-44,Male,Middle,Medical,4.43,Private Vehicle (Own),1
TRIP_000179,Mumbai,NODE_0013,Bus Terminal,19.05617,72.82926,2025-12-27,Night (20-23),Weekend,Clear,3.24,11.14,9.43,0.526,0.451,58.5,32.5,4.92,2.0,7.21,0.723,0,25-34,Male,Lower-Middle,Work Commute,7.69,Auto-Rickshaw,0
TRIP_000180,Mumbai,NODE_0102,Bus Terminal,19.20766,72.76354,2025-06-06,Morning Peak (7-10),Weekday,Cloudy,5.17,13.09,8.98,0.565,0.36,105.6,44.5,4.45,2.8,6.75,0.875,1,25-34,Male,Middle,Education,7.49,E-Rickshaw,0
TRIP_000181,Bengaluru,NODE_0062,Railway Station,12.86037,77.45085,2025-01-15,Midday (10-16),Weekend,Light Rain,7.57,8.6,11.55,0.368,0.224,112.0,89.1,1.74,6.53,4.44,0.455,0,25-34,Male,Upper-Middle,Medical,7.72,Private Vehicle (Own),1
TRIP_000182,Gurugram,NODE_0039,Bus Terminal,28.5625,77.01756,2025-02-15,Early Morning (5-7),Weekday,Clear,4.31,2.74,10.76,0.24,0.188,51.5,45.4,5.36,7.3,,0.823,0,25-34,Male,Upper-Middle,Leisure,8.13,App-based Cab/Bike,0
TRIP_000183,Pune,NODE_0001,Bus Terminal,18.61883,73.97937,2025-01-28,Midday (10-16),Weekend,Extreme Heat,3.7,15.37,8.95,0.511,0.624,63.1,38.1,5.66,4.72,5.46,0.848,0,18-24,Male,High,Work Commute,5.28,Feeder Bus,0
TRIP_000184,Bengaluru,NODE_0058,BRT Stop,13.06061,77.67303,2025-05-20,Evening Peak (17-20),Weekday,Clear,2.09,9.42,14.01,0.606,0.358,52.3,23.2,6.14,10.49,8.29,0.722,1,35-44,Male,Low,Work Commute,6.42,E-Rickshaw,0
TRIP_000185,Pune,NODE_0019,Railway Station,18.38997,73.815,2025-04-26,Morning Peak (7-10),Weekday,Cloudy,0.3,9.45,14.5,0.752,0.52,30.7,3.8,4.23,3.3,7.49,0.575,0,45-54,Male,High,Shopping/Errand,7.53,Feeder Bus,0
TRIP_000186,Mumbai,NODE_0118,Railway Station,19.15977,72.9033,2025-11-09,Evening Peak (17-20),Weekend,Extreme Heat,1.38,16.96,4.41,0.972,0.714,42.9,15.5,7.4,3.8,5.72,0.389,0,35-44,Male,Low,Work Commute,3.64,Private Vehicle (Own),1
TRIP_000187,Bengaluru,NODE_0035,Metro Station,13.02421,77.44369,2025-11-22,Early Morning (5-7),Weekend,Light Rain,2.88,1.81,8.01,0.335,0.177,47.5,23.8,9.93,3.31,7.77,0.838,0,55+,Male,Lower-Middle,Education,8.7,App-based Cab/Bike,0
TRIP_000188,Bengaluru,NODE_0057,Metro Station,13.11387,77.48291,2025-02-21,Night (20-23),Weekend,Cloudy,0.4,12.67,9.53,0.614,0.556,18.3,4.2,6.71,5.32,8.22,0.851,1,25-34,Male,Middle,Work Commute,6.67,E-Rickshaw,0
TRIP_000189,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-12-11,Night (20-23),Weekday,Cloudy,3.13,8.74,9.56,0.421,0.249,47.7,40.3,5.82,9.86,4.89,0.045,0,45-54,Female,Middle,Leisure,6.74,Walk,0
